# London Sewer Infrastructure — compiled from Thames Water + historical records
# Victorian Bazalgette system + modern Lee Tunnel
# Columns: id,name,depth_m,lat,lon,tunnel_id,source_url,notes
#
# tunnel_id groups points by tunnel:
#   lee-tunnel = modern deep tunnel (Abbey Mills → Beckton)
#   northern-outfall = Victorian surface outfall (Wick Lane → Beckton)
#   southern-outfall = Victorian surface outfall (Deptford → Crossness)
#   northern-high-level = Victorian interceptor (Hampstead → Wick Lane)
#   northern-middle-1 = Victorian interceptor (Kensal Green → Wick Lane)
#   northern-middle-2 = Victorian interceptor (Kilburn → Wick Lane)
#   northern-low-1 = Victorian interceptor (Ravenscourt Park → Abbey Mills via Embankment)
#   northern-low-2 = Victorian interceptor (Hammersmith → Chelsea PS via Chelsea Embankment)
#   southern-high-level = Victorian interceptor (Herne Hill → Deptford)
#   southern-middle = Victorian interceptor (Balham → Deptford)
#   southern-low = Victorian interceptor (Putney → Deptford via Albert Embankment)

# Lee Tunnel (modern deep, 75-80m)
# Northern Low Level Branch 2 (~5-8m, via Chelsea Embankment)
nll2-01,Hammersmith,8,51.490,-0.225,northern-low-2,https://en.wikipedia.org/wiki/London_sewerage_system,Start near bridge
nll2-02,Fulham,6,51.475,-0.200,northern-low-2,https://en.wikipedia.org/wiki/London_sewerage_system,Fulham
nll2-03,King's Road,6,51.487,-0.170,northern-low-2,https://en.wikipedia.org/wiki/London_sewerage_system,Chelsea
nll2-04,Chelsea Embankment,5,51.485,-0.155,northern-low-2,https://en.wikipedia.org/wiki/London_sewerage_system,Embankment
nll2-05,Chelsea PS,5,51.487,-0.150,northern-low-2,https://en.wikipedia.org/wiki/London_sewerage_system,Pumped to Branch 1

# Southern High Level Sewer (~8m, Herne Hill → Deptford)
shl-01,Herne Hill,8,51.461,-0.100,southern-high-level,https://en.wikipedia.org/wiki/London_sewerage_system,South London start
shl-02,Peckham,6,51.471,-0.070,southern-high-level,https://en.wikipedia.org/wiki/London_sewerage_system,Peckham
shl-03,New Cross,5,51.474,-0.040,southern-high-level,https://en.wikipedia.org/wiki/London_sewerage_system,New Cross
shl-04,Deptford PS,5,51.480,-0.025,southern-high-level,https://en.wikipedia.org/wiki/London_sewerage_system,Confluence

# Southern Middle Level Sewer (~8m, Balham → Deptford)
sml-01,Balham Hill,10,51.445,-0.150,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,South West start
sml-02,Clapham,8,51.462,-0.137,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,Clapham
sml-03,Stockwell,8,51.472,-0.122,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,Stockwell
sml-04,Brixton,8,51.462,-0.113,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,Brixton
sml-05,Camberwell,6,51.473,-0.093,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,Camberwell
sml-06,Deptford PS,5,51.480,-0.025,southern-middle,https://en.wikipedia.org/wiki/London_sewerage_system,Confluence

# Southern Low Level Sewer (~5-10m, via Albert Embankment)
sll-01,Putney,8,51.461,-0.215,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,South West start
sll-02,Battersea,8,51.477,-0.175,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,Battersea
sll-03,Vauxhall,6,51.486,-0.125,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,Vauxhall
sll-04,Old Kent Road,6,51.487,-0.072,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,South East London
sll-05,Bermondsey,5,51.493,-0.055,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,Bermondsey
sll-06,Deptford PS,5,51.480,-0.025,southern-low,https://en.wikipedia.org/wiki/London_sewerage_system,Confluence
